TF,candidate_group,contrast_key,contrast_label,contrast_biological,timepoint,status,direction,qualifying_source,source_prefix,in_assay_universe
EZH2,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,1h,measured_no_qualifying_signal,,False,TCRvsUC,True
EZH2,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,4h,measured_no_qualifying_signal,,False,TCRvsUC,True
EZH2,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,24h,measured_no_qualifying_signal,,False,TCRvsUC,True
EZH2,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,1h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
EZH2,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,4h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
EZH2,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,24h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
EZH2,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,1h,source_unavailable_pending_model,,False,,True
EZH2,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,4h,source_unavailable_pending_model,,False,,True
EZH2,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,24h,source_unavailable_pending_model,,False,,True
GTF3C2,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,1h,measured_no_qualifying_signal,,False,TCRvsUC,True
GTF3C2,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,4h,measured_no_qualifying_signal,,False,TCRvsUC,True
GTF3C2,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,24h,measured_no_qualifying_signal,,False,TCRvsUC,True
GTF3C2,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,1h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
GTF3C2,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,4h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
GTF3C2,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,24h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
GTF3C2,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,1h,source_unavailable_pending_model,,False,,True
GTF3C2,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,4h,source_unavailable_pending_model,,False,,True
GTF3C2,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,24h,source_unavailable_pending_model,,False,,True
HIRIP3,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,1h,measured_no_qualifying_signal,,False,TCRvsUC,True
HIRIP3,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,4h,measured_no_qualifying_signal,,False,TCRvsUC,True
HIRIP3,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,24h,measured_no_qualifying_signal,,False,TCRvsUC,True
HIRIP3,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,1h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
HIRIP3,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,4h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
HIRIP3,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,24h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
HIRIP3,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,1h,source_unavailable_pending_model,,False,,True
HIRIP3,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,4h,source_unavailable_pending_model,,False,,True
HIRIP3,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,24h,source_unavailable_pending_model,,False,,True
HMGN3,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,1h,measured_no_qualifying_signal,,False,TCRvsUC,True
HMGN3,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,4h,measured_no_qualifying_signal,,False,TCRvsUC,True
HMGN3,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,24h,measured_no_qualifying_signal,,False,TCRvsUC,True
HMGN3,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,1h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
HMGN3,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,4h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
HMGN3,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,24h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
HMGN3,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,1h,source_unavailable_pending_model,,False,,True
HMGN3,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,4h,source_unavailable_pending_model,,False,,True
HMGN3,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,24h,source_unavailable_pending_model,,False,,True
KIF22,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,1h,measured_no_qualifying_signal,,False,TCRvsUC,True
KIF22,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,4h,measured_no_qualifying_signal,,False,TCRvsUC,True
KIF22,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,24h,measured_no_qualifying_signal,,False,TCRvsUC,True
KIF22,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,1h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
KIF22,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,4h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
KIF22,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,24h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
KIF22,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,1h,source_unavailable_pending_model,,False,,True
KIF22,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,4h,source_unavailable_pending_model,,False,,True
KIF22,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,24h,source_unavailable_pending_model,,False,,True
MLX,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,1h,measured_no_qualifying_signal,,False,TCRvsUC,True
MLX,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,4h,measured_no_qualifying_signal,,False,TCRvsUC,True
MLX,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,24h,measured_no_qualifying_signal,,False,TCRvsUC,True
MLX,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,1h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
MLX,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,4h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
MLX,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,24h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
MLX,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,1h,source_unavailable_pending_model,,False,,True
MLX,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,4h,source_unavailable_pending_model,,False,,True
MLX,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,24h,source_unavailable_pending_model,,False,,True
MSC,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,1h,absent_from_assay_universe,,False,TCRvsUC,False
MSC,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,4h,absent_from_assay_universe,,False,TCRvsUC,False
MSC,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,24h,absent_from_assay_universe,,False,TCRvsUC,False
MSC,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,1h,absent_from_assay_universe,,False,BTLAvsTCR,False
MSC,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,4h,absent_from_assay_universe,,False,BTLAvsTCR,False
MSC,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,24h,absent_from_assay_universe,,False,BTLAvsTCR,False
MSC,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,1h,source_unavailable_pending_model,,False,,False
MSC,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,4h,source_unavailable_pending_model,,False,,False
MSC,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,24h,source_unavailable_pending_model,,False,,False
NFIL3,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,1h,measured_no_qualifying_signal,,False,TCRvsUC,True
NFIL3,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,4h,measured_no_qualifying_signal,,False,TCRvsUC,True
NFIL3,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,24h,measured_no_qualifying_signal,,False,TCRvsUC,True
NFIL3,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,1h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
NFIL3,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,4h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
NFIL3,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,24h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
NFIL3,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,1h,source_unavailable_pending_model,,False,,True
NFIL3,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,4h,source_unavailable_pending_model,,False,,True
NFIL3,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,24h,source_unavailable_pending_model,,False,,True
RBPJ,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,1h,measured_no_qualifying_signal,,False,TCRvsUC,True
RBPJ,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,4h,measured_no_qualifying_signal,,False,TCRvsUC,True
RBPJ,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,24h,measured_no_qualifying_signal,,False,TCRvsUC,True
RBPJ,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,1h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
RBPJ,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,4h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
RBPJ,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,24h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
RBPJ,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,1h,source_unavailable_pending_model,,False,,True
RBPJ,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,4h,source_unavailable_pending_model,,False,,True
RBPJ,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,24h,source_unavailable_pending_model,,False,,True
SNAPC4,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,1h,measured_no_qualifying_signal,,False,TCRvsUC,True
SNAPC4,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,4h,measured_no_qualifying_signal,,False,TCRvsUC,True
SNAPC4,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,24h,measured_no_qualifying_signal,,False,TCRvsUC,True
SNAPC4,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,1h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
SNAPC4,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,4h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
SNAPC4,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,24h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
SNAPC4,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,1h,source_unavailable_pending_model,,False,,True
SNAPC4,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,4h,source_unavailable_pending_model,,False,,True
SNAPC4,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,24h,source_unavailable_pending_model,,False,,True
SRP9,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,1h,measured_no_qualifying_signal,,False,TCRvsUC,True
SRP9,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,4h,measured_no_qualifying_signal,,False,TCRvsUC,True
SRP9,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,24h,measured_no_qualifying_signal,,False,TCRvsUC,True
SRP9,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,1h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
SRP9,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,4h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
SRP9,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,24h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
SRP9,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,1h,source_unavailable_pending_model,,False,,True
SRP9,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,4h,source_unavailable_pending_model,,False,,True
SRP9,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,24h,source_unavailable_pending_model,,False,,True
STAT4,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,1h,measured_no_qualifying_signal,,False,TCRvsUC,True
STAT4,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,4h,measured_no_qualifying_signal,,False,TCRvsUC,True
STAT4,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,24h,measured_no_qualifying_signal,,False,TCRvsUC,True
STAT4,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,1h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
STAT4,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,4h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
STAT4,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,24h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
STAT4,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,1h,source_unavailable_pending_model,,False,,True
STAT4,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,4h,source_unavailable_pending_model,,False,,True
STAT4,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,24h,source_unavailable_pending_model,,False,,True
STAU2,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,1h,measured_no_qualifying_signal,,False,TCRvsUC,True
STAU2,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,4h,measured_no_qualifying_signal,,False,TCRvsUC,True
STAU2,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,24h,measured_no_qualifying_signal,,False,TCRvsUC,True
STAU2,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,1h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
STAU2,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,4h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
STAU2,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,24h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
STAU2,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,1h,source_unavailable_pending_model,,False,,True
STAU2,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,4h,source_unavailable_pending_model,,False,,True
STAU2,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,24h,source_unavailable_pending_model,,False,,True
TFDP1,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,1h,measured_no_qualifying_signal,,False,TCRvsUC,True
TFDP1,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,4h,measured_no_qualifying_signal,,False,TCRvsUC,True
TFDP1,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,24h,measured_no_qualifying_signal,,False,TCRvsUC,True
TFDP1,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,1h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
TFDP1,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,4h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
TFDP1,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,24h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
TFDP1,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,1h,source_unavailable_pending_model,,False,,True
TFDP1,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,4h,source_unavailable_pending_model,,False,,True
TFDP1,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,24h,source_unavailable_pending_model,,False,,True
ZNF121,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,1h,measured_no_qualifying_signal,,False,TCRvsUC,True
ZNF121,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,4h,measured_no_qualifying_signal,,False,TCRvsUC,True
ZNF121,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,24h,measured_no_qualifying_signal,,False,TCRvsUC,True
ZNF121,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,1h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
ZNF121,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,4h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
ZNF121,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,24h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
ZNF121,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,1h,source_unavailable_pending_model,,False,,True
ZNF121,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,4h,source_unavailable_pending_model,,False,,True
ZNF121,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,24h,source_unavailable_pending_model,,False,,True
ZNF706,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,1h,measured_no_qualifying_signal,,False,TCRvsUC,True
ZNF706,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,4h,measured_no_qualifying_signal,,False,TCRvsUC,True
ZNF706,GREmLN_specific,TCR_activation,TCR activation,TCR vs unstimulated control,24h,measured_no_qualifying_signal,,False,TCRvsUC,True
ZNF706,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,1h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
ZNF706,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,4h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
ZNF706,GREmLN_specific,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,24h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
ZNF706,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,1h,source_unavailable_pending_model,,False,,True
ZNF706,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,4h,source_unavailable_pending_model,,False,,True
ZNF706,GREmLN_specific,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,24h,source_unavailable_pending_model,,False,,True
CREM,shared,TCR_activation,TCR activation,TCR vs unstimulated control,1h,measured_no_qualifying_signal,,False,TCRvsUC,True
CREM,shared,TCR_activation,TCR activation,TCR vs unstimulated control,4h,measured_no_qualifying_signal,,False,TCRvsUC,True
CREM,shared,TCR_activation,TCR activation,TCR vs unstimulated control,24h,measured_no_qualifying_signal,,False,TCRvsUC,True
CREM,shared,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,1h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
CREM,shared,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,4h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
CREM,shared,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,24h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
CREM,shared,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,1h,source_unavailable_pending_model,,False,,True
CREM,shared,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,4h,source_unavailable_pending_model,,False,,True
CREM,shared,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,24h,source_unavailable_pending_model,,False,,True
IRF8,shared,TCR_activation,TCR activation,TCR vs unstimulated control,1h,measured_no_qualifying_signal,,False,TCRvsUC,True
IRF8,shared,TCR_activation,TCR activation,TCR vs unstimulated control,4h,measured_no_qualifying_signal,,False,TCRvsUC,True
IRF8,shared,TCR_activation,TCR activation,TCR vs unstimulated control,24h,measured_no_qualifying_signal,,False,TCRvsUC,True
IRF8,shared,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,1h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
IRF8,shared,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,4h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
IRF8,shared,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,24h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
IRF8,shared,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,1h,source_unavailable_pending_model,,False,,True
IRF8,shared,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,4h,source_unavailable_pending_model,,False,,True
IRF8,shared,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,24h,source_unavailable_pending_model,,False,,True
JUNB,shared,TCR_activation,TCR activation,TCR vs unstimulated control,1h,measured_qualifying,up,True,TCRvsUC,True
JUNB,shared,TCR_activation,TCR activation,TCR vs unstimulated control,4h,measured_no_qualifying_signal,,False,TCRvsUC,True
JUNB,shared,TCR_activation,TCR activation,TCR vs unstimulated control,24h,measured_qualifying,up,True,TCRvsUC,True
JUNB,shared,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,1h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
JUNB,shared,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,4h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
JUNB,shared,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,24h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
JUNB,shared,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,1h,source_unavailable_pending_model,,False,,True
JUNB,shared,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,4h,source_unavailable_pending_model,,False,,True
JUNB,shared,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,24h,source_unavailable_pending_model,,False,,True
PLAGL2,shared,TCR_activation,TCR activation,TCR vs unstimulated control,1h,measured_no_qualifying_signal,,False,TCRvsUC,True
PLAGL2,shared,TCR_activation,TCR activation,TCR vs unstimulated control,4h,measured_no_qualifying_signal,,False,TCRvsUC,True
PLAGL2,shared,TCR_activation,TCR activation,TCR vs unstimulated control,24h,measured_no_qualifying_signal,,False,TCRvsUC,True
PLAGL2,shared,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,1h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
PLAGL2,shared,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,4h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
PLAGL2,shared,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,24h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
PLAGL2,shared,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,1h,source_unavailable_pending_model,,False,,True
PLAGL2,shared,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,4h,source_unavailable_pending_model,,False,,True
PLAGL2,shared,Combined_BTLA_TCR_vs_UC,Combined BTLA+TCR state,BTLA+TCR vs unstimulated control,24h,source_unavailable_pending_model,,False,,True
PRDM1,shared,TCR_activation,TCR activation,TCR vs unstimulated control,1h,measured_no_qualifying_signal,,False,TCRvsUC,True
PRDM1,shared,TCR_activation,TCR activation,TCR vs unstimulated control,4h,measured_qualifying,up,True,TCRvsUC,True
PRDM1,shared,TCR_activation,TCR activation,TCR vs unstimulated control,24h,measured_no_qualifying_signal,,False,TCRvsUC,True
PRDM1,shared,Incremental_BTLA,Incremental BTLA,BTLA+TCR vs TCR,1h,measured_no_qualifying_signal,,False,BTLAvsTCR,True
